# ----------------------------------------
# 1 Master View
# Огляд аудиторії
# 20190301-20190430
# ----------------------------------------

Індекс години,Діапазон дат,Сегмент,Сер. тривалість сеансу
000635,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:31
000635,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:09
000635,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:23
000636,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:07
000636,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:42
000636,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:18
000637,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:54
000637,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:28
000637,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:38
000638,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:04:33
000638,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:51
000638,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:33
000639,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:12
000639,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:01
000639,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:20
000640,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:54
000640,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:54
000640,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:13
000641,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:09
000641,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:08
000641,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:28
000642,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:25
000642,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:08
000642,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:52
000643,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:03
000643,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:06
000643,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:50
000644,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:12
000644,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:29
000644,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:06:55
000645,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:05:07
000645,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:06:09
000645,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:00
000646,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:12
000646,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:23
000646,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:44
000647,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:28
000647,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:08
000647,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:35
000648,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:47
000648,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:51
000648,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:35
000649,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:12
000649,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:32
000649,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:44
000650,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:30
000650,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:31
000650,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:17
000651,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:06
000651,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:06
000651,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:10
000652,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:12
000652,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:57
000652,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:38
000653,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:19
000653,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:52
000653,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:34
000654,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:58
000654,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:41
000654,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:00
000655,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:33
000655,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:29
000655,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:08
000656,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:14
000656,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:52
000656,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:43
000657,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:12
000657,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:40
000657,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:04:09
000658,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:31
000658,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:17
000658,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:11
000659,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:04
000659,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:45
000659,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:07
000660,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:45
000660,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:08
000660,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:34
000661,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:08
000661,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:59
000661,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:49
000662,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:09
000662,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:51
000662,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:12
000663,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:35
000663,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:41
000663,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:29
000664,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:41
000664,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:28
000664,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:13
000665,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:01
000665,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:10
000665,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:02
000666,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:37
000666,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:54
000666,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:01
000667,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:48
000667,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:07
000667,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:46
000668,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:25
000668,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:18
000668,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:14
000669,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:56
000669,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:05
000669,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:52
000670,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:27
000670,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:15
000670,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:45
000671,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:27
000671,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:25
000671,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:30
000672,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:07
000672,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:14
000672,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:40
000673,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:00:34
000673,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:00:41
000673,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:54
000674,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:10:36
000674,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:09:41
000674,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:08:41
000675,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:34
000675,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:13
000675,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:37
000676,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:29
000676,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:14
000676,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:52
000677,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:49
000677,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:50
000677,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:29
000678,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:54
000678,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:38
000678,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:03
000679,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:53
000679,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:18
000679,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:32
000680,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:53
000680,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:42
000680,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:13
000681,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:38
000681,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:27
000681,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:56
000682,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:59
000682,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:24
000682,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:59
000683,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:50
000683,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:35
000683,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:06
000684,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:58
000684,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:02
000684,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:47
000685,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:26
000685,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:03
000685,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:42
000686,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:12
000686,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:53
000686,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:33
000687,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:41
000687,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:30
000687,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:56
000688,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:43
000688,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:05:19
000688,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:04:59
000689,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:47
000689,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:27
000689,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:14
000690,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:04:13
000690,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:39
000690,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:24
000691,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:48
000691,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:05:03
000691,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:48
000692,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:33
000692,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:06:13
000692,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:06
000693,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:45
000693,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:25
000693,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:44
000694,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:34
000694,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:37
000694,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:23
000695,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:41
000695,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:06
000695,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:33
000696,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:25
000696,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:18
000696,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:03
000697,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:42
000697,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:33
000697,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:46
000698,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:33
000698,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:50
000698,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:37
000699,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:33
000699,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:23
000699,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:43
000700,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:17
000700,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:53
000700,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:09
000701,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:46
000701,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:49
000701,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:42
000702,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:09
000702,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:06
000702,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:15
000703,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:50
000703,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:34
000703,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:14
000704,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:54
000704,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:06:02
000704,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:38
000705,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:16
000705,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:47
000705,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:02
000706,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:11
000706,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:29
000706,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:33
000707,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:11
000707,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:41
000707,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:46
000708,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:58
000708,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:05:02
000708,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:21
000709,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:57
000709,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:28
000709,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:34
000710,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:08
000710,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:58
000710,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:29
000711,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:29
000711,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:21
000711,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:25
000712,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:12
000712,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:47
000712,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:13
000713,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:05
000713,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:05:30
000713,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:17
000714,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:43
000714,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:34
000714,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:44
000715,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:04:42
000715,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:05:01
000715,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:09
000716,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:22
000716,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:59
000716,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:03
000717,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:45
000717,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:26
000717,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:32
000718,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:19
000718,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:08
000718,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:00
000719,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:31
000719,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:12
000719,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:39
000720,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:42
000720,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:18
000720,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:51
000721,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:24
000721,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:06:39
000721,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:33
000722,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:11
000722,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:14
000722,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:06
000723,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:09
000723,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:29
000723,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:16
000724,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:00:33
000724,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:38
000724,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:10
000725,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:05
000725,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:48
000725,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:25
000726,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:53
000726,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:51
000726,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:51
000727,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:04
000727,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:16
000727,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:03
000728,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:04
000728,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:35
000728,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:25
000729,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:31
000729,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:17
000729,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:45
000730,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:38
000730,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:45
000730,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:04:28
000731,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:39
000731,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:22
000731,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:23
000732,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:47
000732,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:18
000732,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:35
000733,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:03
000733,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:06:26
000733,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:34
000734,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:54
000734,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:33
000734,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:21
000735,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:02
000735,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:05:44
000735,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:20
000736,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:45
000736,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:56
000736,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:15
000737,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:34
000737,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:34
000737,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:46
000738,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:10
000738,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:05:55
000738,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:34
000739,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:03
000739,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:04
000739,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:59
000740,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:42
000740,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:06:04
000740,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:51
000741,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:04:09
000741,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:05
000741,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:04:07
000742,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:57
000742,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:47
