# ----------------------------------------
# 1 Master View
# Огляд аудиторії
# 20190301-20190430
# ----------------------------------------

Індекс години,Діапазон дат,Сегмент,Сер. тривалість сеансу
000742,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:15
000743,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:33
000743,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:35
000743,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:07
000744,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:06
000744,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:42
000744,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:29
000745,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:00
000745,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:37
000745,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:36
000746,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:19
000746,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:36
000746,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:28
000747,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:36
000747,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:08
000747,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:53
000748,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:49
000748,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:02
000748,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:18
000749,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:14
000749,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:58
000749,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:48
000750,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:36
000750,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:00
000750,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:17
000751,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:17
000751,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:14
000751,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:48
000752,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:22
000752,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:48
000752,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:56
000753,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:23
000753,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:41
000753,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:37
000754,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:14
000754,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:39
000754,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:32
000755,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:17
000755,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:55
000755,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:19
000756,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:59
000756,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:41
000756,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:41
000757,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:54
000757,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:45
000757,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:04:13
000758,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:34
000758,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:17
000758,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:16
000759,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:24
000759,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:39
000759,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:23
000760,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:01
000760,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:46
000760,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:35
000761,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:12
000761,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:07
000761,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:09
000762,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:05
000762,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:19
000762,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:45
000763,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:24
000763,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:57
000763,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:12
000764,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:26
000764,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:35
000764,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:22
000765,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:50
000765,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:46
000765,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:30
000766,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:46
000766,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:55
000766,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:03
000767,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:05
000767,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:47
000767,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:25
000768,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:14
000768,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:11
000768,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:04:03
000769,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:57
000769,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:05
000769,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:04:03
000770,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:27
000770,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:09
000770,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:22
000771,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:02
000771,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:05
000771,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:00:30
000772,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:54
000772,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:00
000772,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:14
000773,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:18
000773,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:30
000773,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:03:18
000774,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:00:57
000774,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:40
000774,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:56
000775,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:39
000775,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:03
000775,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:26
000776,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:04
000776,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:28
000776,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:19
000777,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:55
000777,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:04:38
000777,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:05
000778,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:31
000778,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:34
000778,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:04:46
000779,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:32
000779,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:02:20
000779,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:44
000780,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:01:52
000780,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:01:55
000780,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:56
000781,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:14
000781,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:06
000781,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:01:22
000782,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:02:49
000782,1 бер. 2019 - 30 квіт. 2019,Трафік із планшетних і настільних ПК,00:03:41
000782,1 бер. 2019 - 30 квіт. 2019,Трафік мобільних пристроїв,00:02:38
000783,1 бер. 2019 - 30 квіт. 2019,Нові користувачі,00:03:19
